file_name,ole_object_count,ole_object_type_count,macro_present,dde_present,vba_keywords_count,entropy,struct_ContentType,struct_PartName,file_size,struct_pos,label
benign_000048,0,0,0,1,0,7.392412587332825,14,11,38213,10,0
benign_000049,0,0,0,1,0,7.396126260077049,14,11,37199,10,0
benign_000050,0,0,0,1,0,7.390234574604933,14,11,36796,10,0
benign_000051,0,0,0,1,0,6.542431892307995,11,9,18335,11,0
benign_000052,0,0,0,1,0,7.385289860145496,14,11,36651,10,0
benign_000053,0,0,0,1,0,7.408571720536037,14,11,40469,10,0
benign_000054,0,0,0,1,0,7.407675885115744,14,11,38582,10,0
benign_000055,0,0,0,1,0,7.386117440771222,14,11,36795,10,0
benign_000056,0,0,0,1,0,7.402049802077983,14,11,38144,10,0
benign_000057,0,0,0,1,0,7.406724877949216,14,11,39113,10,0
benign_000058,0,0,0,1,0,7.408510659288613,14,11,39909,10,0
benign_000059,0,0,0,1,0,7.399989057096657,14,11,39009,10,0
benign_000060,0,0,0,1,0,7.396267625849343,14,11,38195,10,0
benign_000061,0,0,0,1,0,6.23646435235102,10,8,13929,9,0
benign_000062,0,0,0,1,0,7.411791399625274,14,11,39276,10,0
benign_000063,0,0,0,1,0,7.403955340859917,14,11,38960,10,0
benign_000064,0,0,0,1,0,7.392252633008304,14,11,37582,10,0
benign_000065,0,0,0,1,0,7.393794244685263,14,11,36661,10,0
benign_000066,0,0,0,1,0,7.410315867961293,14,11,40359,10,0
benign_000067,0,0,0,1,0,7.408529114068577,14,11,40122,10,0
benign_000068,0,0,0,1,0,7.389675214365403,14,11,36791,10,0
benign_000069,0,0,0,1,0,7.394734868169103,14,11,37515,10,0
benign_000070,0,0,0,1,0,7.392862334769342,14,11,37078,10,0
benign_000071,0,0,0,1,0,7.393040257569412,14,11,36906,10,0
benign_000072,0,0,0,1,0,7.393727290860938,14,11,37627,10,0
benign_000073,0,0,0,1,0,7.393509078748513,14,11,38088,10,0
benign_000074,0,0,0,1,0,7.396133369638061,14,11,38425,10,0
benign_000075,0,0,0,1,0,7.389671880956008,14,11,37772,10,0
benign_000076,0,0,0,1,0,7.402186951572889,14,11,39239,10,0
benign_000077,0,0,0,1,0,7.393171797954452,14,11,36799,10,0
benign_000078,0,0,0,1,0,7.406926327407114,14,11,39758,10,0
benign_000079,0,0,0,1,0,7.394849363557308,14,11,38062,10,0
benign_000080,0,0,0,1,0,7.389886820062894,14,11,36658,10,0
benign_000081,0,0,0,1,0,6.465148991587779,11,9,19777,9,0
benign_000082,0,0,0,1,0,7.423855022644965,14,11,42012,10,0
benign_000083,0,0,0,1,0,7.403756004203695,14,11,38581,10,0
benign_000084,0,0,0,1,0,7.393236622474894,14,11,37737,10,0
benign_000085,0,0,0,1,0,7.394755309815053,14,11,37673,10,0
benign_000086,0,0,0,1,0,7.403394017900559,14,11,38924,10,0
benign_000087,0,0,0,1,0,7.389608838629994,14,11,37823,10,0
benign_000088,0,0,0,1,0,7.395905692934378,14,11,38425,10,0
benign_000089,0,0,0,1,0,7.404331710201349,14,11,39117,10,0
benign_000090,0,0,0,1,0,7.409417473095636,14,11,40346,10,0
benign_000091,0,0,0,1,0,7.394205520169433,14,11,37078,10,0
benign_000092,0,0,0,1,0,7.403411074335078,14,11,39117,10,0
benign_000093,0,0,0,1,0,7.407306226988863,14,11,39645,10,0
benign_000094,0,0,0,1,0,7.402049802077983,14,11,38144,10,0
benign_000095,0,0,0,1,0,7.391619413934708,14,11,37747,10,0
benign_000096,0,0,0,1,0,7.399989057096657,14,11,39009,10,0
benign_000097,0,0,0,1,0,7.404429094822254,14,11,39428,10,0
benign_000098,0,0,0,1,0,7.411317354812208,14,11,40359,10,0
benign_000099,0,0,0,1,0,7.411317354812208,14,11,40359,10,0
benign_000100,0,0,0,1,0,7.400223291228035,14,11,38062,10,0
benign_000101,0,0,0,1,0,7.389228173975018,14,11,36800,10,0
benign_000102,0,0,0,1,0,7.392013445787482,14,11,36659,10,0
benign_000103,0,0,0,1,0,6.356731467177458,10,8,15168,9,0
benign_000104,0,0,0,1,0,6.480889822391557,14,12,18370,11,0
benign_000105,0,0,0,1,0,7.390105280044348,14,11,36659,10,0
benign_000106,0,0,0,1,0,7.391428946445324,14,11,37091,10,0
benign_000107,0,0,0,1,0,7.389708605939997,14,11,36661,10,0
benign_000108,0,0,0,1,0,7.410207378507971,14,11,40795,10,0
benign_000109,0,0,0,1,0,7.389814496853219,14,11,37199,10,0
benign_000110,0,0,0,1,0,7.389382964581813,14,11,36791,10,0
benign_000111,0,0,0,1,0,7.505940091117309,14,11,861292,10,0
benign_000112,0,0,0,1,0,7.401068946361102,14,11,39097,10,0
benign_000113,0,0,0,1,0,7.423837774831954,14,11,42012,10,0
benign_000114,0,0,0,1,0,7.416822193100769,14,11,40654,10,0
benign_000115,0,0,0,1,0,7.391144265022931,14,11,37334,10,0
benign_000116,0,0,0,1,0,7.388741451737535,14,11,36660,10,0
benign_000117,0,0,0,1,0,7.432087780771325,14,11,43576,10,0
benign_000118,0,0,0,1,0,7.413004426705537,14,11,40270,10,0
benign_000119,0,0,0,1,0,7.396861562237023,14,11,38797,10,0
benign_000120,0,0,0,1,0,7.420659911701565,14,11,42547,10,0
benign_000121,0,0,0,1,0,6.210065572966719,11,9,14024,11,0
benign_000122,0,0,0,1,0,7.40134731092553,14,11,38144,10,0
benign_000123,0,0,0,1,0,7.404395394465424,14,11,39424,10,0
benign_000124,0,0,0,1,0,7.407029802202358,14,11,39113,10,0
benign_000125,0,0,0,1,0,7.399763213025695,14,11,39097,10,0
benign_000126,0,0,0,1,0,7.388975662619758,14,11,36838,10,0
benign_000127,0,0,0,1,0,7.392650321340064,14,11,38237,10,0
benign_000128,0,0,0,1,0,7.411697392557397,14,11,41207,10,0
benign_000129,0,0,0,1,0,7.386351630755465,14,11,36661,10,0
benign_000130,0,0,0,1,0,7.400557326889195,14,11,38823,10,0
benign_000131,0,0,0,1,0,7.421686045267561,14,11,41760,10,0
benign_000132,0,0,0,1,0,7.404784001751026,14,11,39357,10,0
benign_000133,0,0,0,1,0,7.406534857493701,14,11,39276,10,0
benign_000134,0,0,0,1,0,7.392063754951341,14,11,36663,10,0
benign_000135,0,0,0,1,0,7.392409334698177,14,11,37441,10,0
benign_000136,0,0,0,1,0,7.386656872182257,14,11,36843,10,0
benign_000137,0,0,0,1,0,7.424773114892298,14,11,42012,10,0
benign_000138,0,0,0,1,0,7.387260482658359,14,11,36796,10,0
benign_000139,0,0,0,1,0,7.40459675237664,14,11,39345,10,0
benign_000140,0,0,0,1,0,7.612047141401361,15,0,940694,0,0
benign_000141,0,0,0,1,0,7.395892974924767,14,11,38425,10,0
benign_000142,0,0,0,1,0,7.400692142055709,14,11,38980,10,0
benign_000143,0,0,0,1,0,7.030834973580656,16,13,39751,11,0
benign_000144,0,0,0,1,0,7.398722129940452,14,11,39009,10,0
benign_000145,0,0,0,1,0,7.409918364876439,14,11,40795,10,0
benign_000146,0,0,0,1,0,7.390029476658536,14,11,36860,10,0
benign_000147,0,0,0,1,0,7.396978362709405,14,11,38792,10,0
benign_000148,0,0,0,1,0,7.390283031659353,14,11,37311,10,0
benign_000149,0,0,0,1,0,7.401854542777417,14,11,39025,10,0
benign_000150,0,0,0,1,0,7.388763285072211,14,11,36856,10,0
benign_000151,0,0,0,1,0,7.39824216355205,14,11,38237,10,0
benign_000152,0,0,0,1,0,7.407407310828201,14,11,38144,10,0
benign_000153,0,0,0,1,0,7.396759377766564,14,11,38425,10,0
benign_000154,0,0,0,1,0,7.401059158333498,14,11,38144,10,0
benign_000155,0,0,0,1,0,7.402484101847234,14,11,38582,10,0
benign_000156,0,0,0,1,0,7.398726940228034,14,11,38853,10,0
benign_000157,0,0,0,1,0,7.402049802077983,14,11,38144,10,0
benign_000158,0,0,0,1,0,7.390255403925368,14,11,36925,10,0
benign_000159,0,0,0,1,0,7.398356419967902,14,11,39050,10,0
benign_000160,0,0,0,1,0,7.409778766635755,14,11,40346,10,0
benign_000161,0,0,0,1,0,7.391974293851573,14,11,36798,10,0
benign_000162,0,0,0,1,0,7.388387046058688,14,11,36652,10,0
benign_000163,0,0,0,1,0,7.399313567590136,14,11,39009,10,0
benign_000164,0,0,0,1,0,7.391596522126818,14,11,36658,10,0
benign_000165,0,0,0,1,0,7.406098285947833,14,11,37553,10,0
benign_000166,0,0,0,1,0,7.386238542325311,14,11,36875,10,0
benign_000167,0,0,0,1,0,7.390175516927021,14,11,37311,10,0
benign_000168,0,0,0,1,0,7.407080763134362,14,11,39832,10,0
benign_000169,0,0,0,1,0,7.390406209337127,14,11,37562,10,0
benign_000170,0,0,0,1,0,7.395826347204531,14,11,37562,10,0
benign_000171,0,0,0,1,0,7.413043819271821,14,11,39758,10,0
benign_000172,0,0,0,1,0,7.402256949731745,14,11,38582,10,0
benign_000173,0,0,0,1,0,6.368552007512003,11,9,15878,9,0
benign_000174,0,0,0,1,0,7.401644365104489,14,11,38144,10,0
benign_000175,0,0,0,1,0,7.392730178006281,14,11,37631,10,0
benign_000176,0,0,0,1,0,7.395657900448199,14,11,36653,10,0
benign_000177,0,0,0,1,0,7.390599104293847,14,11,36660,10,0
benign_000178,0,0,0,1,0,7.40233552127576,14,11,38582,10,0
benign_000179,0,0,0,1,0,7.408070863774972,14,11,39295,10,0
benign_000180,0,0,0,1,0,7.387624714793878,14,11,36955,10,0
benign_000181,0,0,0,1,0,7.397728263374603,14,11,38924,10,0
benign_000182,0,0,0,1,0,7.399657028564831,14,11,37078,10,0
benign_000183,0,0,0,1,0,7.03556510260379,14,12,32441,0,0
benign_000184,0,0,0,1,0,7.397236656327369,14,11,36652,10,0
benign_000185,0,0,0,1,0,7.400081697392452,14,11,38249,10,0
benign_000186,0,0,0,1,0,7.389704081605195,14,11,36658,10,0
benign_000187,0,0,0,1,0,7.39383805842782,14,11,36661,10,0
benign_000188,0,0,0,1,0,7.387437359404979,14,11,36650,10,0
benign_000189,0,0,0,1,0,7.390921432625307,14,11,36658,10,0
benign_000190,0,0,0,1,0,7.401375366022632,14,11,38144,10,0
benign_000191,0,0,0,1,0,7.410742004298679,14,11,40610,10,0
benign_000192,0,0,0,1,0,7.396759377766564,14,11,38425,10,0
benign_000193,0,0,0,1,0,7.387873729808478,14,11,36653,10,0
benign_000194,0,0,0,1,0,7.389901898239864,14,11,37199,10,0
benign_000195,0,0,0,1,0,7.391117085938281,14,11,37311,10,0
benign_000196,0,0,0,1,0,7.40623013321218,14,11,38823,10,0
benign_000197,0,0,0,1,0,7.408828282805932,14,11,39503,10,0
benign_000198,0,0,0,1,0,7.425784021565185,14,11,43147,10,0
benign_000199,0,0,0,1,0,7.392260149058153,14,11,37334,10,0
benign_000200,0,0,0,1,0,7.402662776611582,14,11,38582,10,0
benign_000201,0,0,0,1,0,7.410271119361993,14,11,39345,10,0
benign_000202,0,0,0,1,0,7.41235923843896,14,11,40114,10,0
benign_000203,0,0,0,1,0,6.879219973721725,12,10,31469,11,0
benign_000204,0,0,0,1,0,7.416822193100769,14,11,40654,10,0
benign_000205,0,0,0,1,0,7.408422913965181,14,11,40469,10,0
benign_000206,0,0,0,1,0,7.405603001492407,14,11,38718,10,0
benign_000207,0,0,0,1,0,7.401408152753151,14,11,39461,10,0
benign_000208,0,0,0,1,0,7.404331710201349,14,11,39117,10,0
benign_000209,0,0,0,1,0,7.406098285947833,14,11,37553,10,0
benign_000210,0,0,0,1,0,7.407131373629412,14,11,39113,10,0
benign_000211,0,0,0,1,0,7.38796033072674,14,11,36664,10,0
benign_000212,0,0,0,1,0,7.403703201617284,14,11,38803,10,0
benign_000213,0,0,0,1,0,7.40502317146511,14,11,40288,10,0
benign_000214,0,0,0,1,0,7.422597709316884,14,11,41760,10,0
benign_000215,0,0,0,1,0,7.405167963723571,14,11,38718,10,0
benign_000216,0,0,0,1,0,7.405566774530037,14,11,39113,10,0
benign_000217,0,0,0,1,0,7.420086416921891,14,11,42547,10,0
benign_000218,0,0,0,1,0,7.400668173089263,14,11,38980,10,0
benign_000219,0,0,0,1,0,7.395389096678804,14,11,37673,10,0
benign_000220,0,0,0,1,0,7.409403053532578,14,11,39503,10,0
benign_000221,0,0,0,1,0,7.406728520813263,14,11,39828,10,0
benign_000222,0,0,0,1,0,7.389765007426836,14,11,37562,10,0
benign_000223,0,0,0,1,0,7.406852450892697,14,11,39113,10,0
benign_000224,0,0,0,1,0,7.38803151041455,14,11,36660,10,0
benign_000225,0,0,0,1,0,7.042345667990296,16,13,40186,11,0
benign_000226,0,0,0,1,0,7.393244781639866,14,11,38280,10,0
benign_000227,0,0,0,1,0,7.424378292649691,14,11,43757,10,0
benign_000228,0,0,0,1,0,7.387762666768585,14,11,36658,10,0
benign_000229,0,0,0,1,0,7.406190200933247,14,11,39276,10,0
benign_000230,0,0,0,1,0,7.387863355088433,14,11,36658,10,0
benign_000231,0,0,0,1,0,7.4078552276061,14,11,40120,10,0
benign_000232,0,0,0,1,0,7.401705662022709,14,11,39461,10,0
benign_000233,0,0,0,1,0,7.424544585183585,14,11,42012,10,0
benign_000234,0,0,0,1,0,7.401852140372696,14,11,39085,10,0
benign_000235,0,0,0,1,0,7.423747352421238,14,11,43757,10,0
benign_000236,0,0,0,1,0,7.387610327781046,14,11,36660,10,0
benign_000237,0,0,0,1,0,7.398600066480867,14,11,38685,10,0
benign_000238,0,0,0,1,0,7.410959099507286,14,11,40359,10,0
benign_000239,0,0,0,1,0,7.424833715431751,14,11,42823,10,0
benign_000240,0,0,0,1,0,7.403051003486683,14,11,38803,10,0
benign_000241,0,0,0,1,0,7.409995233984703,14,11,39414,10,0
benign_000242,0,0,0,1,0,7.406620857367784,14,11,39645,10,0
benign_000243,0,0,0,1,0,7.388161962225108,14,11,36662,10,0
benign_000244,0,0,0,1,0,7.406852442550464,14,11,39645,10,0
benign_000245,0,0,0,1,0,7.405798588938199,14,11,40220,10,0
benign_000246,0,0,0,1,0,7.385735610804791,14,11,36664,10,0
benign_000247,0,0,0,1,0,7.393225633912014,14,11,37582,10,0
benign_000248,0,0,0,1,0,7.384197973826669,14,11,36660,10,0
benign_000249,0,0,0,1,0,7.387447352071307,14,11,36659,10,0
benign_000250,0,0,0,1,0,7.396076953959749,14,11,36656,10,0
benign_000251,0,0,0,1,0,7.402036173896496,14,11,38582,10,0
benign_000252,0,0,0,1,0,7.386884148314286,14,11,36661,10,0
benign_000253,0,0,0,1,0,7.402351563343163,14,11,38582,10,0
benign_000254,0,0,0,1,0,7.387638289682171,14,11,36659,10,0
benign_000255,0,0,0,1,0,7.396771945054271,14,11,38924,10,0
benign_000256,0,0,0,1,0,7.406534857493701,14,11,39276,10,0
benign_000257,0,0,0,1,0,7.391000862973529,14,11,37199,10,0
benign_000258,0,0,0,1,0,7.400042439436888,14,11,38823,10,0
benign_000259,0,0,0,1,0,6.525409519418266,11,9,17411,9,0
benign_000260,0,0,0,1,0,7.413578891112497,14,11,41055,10,0
benign_000261,0,0,0,1,0,7.409054308396927,14,11,39130,10,0
benign_000262,0,0,0,1,0,7.40527938551283,14,11,39009,10,0
benign_000263,0,0,0,1,0,7.400814894662271,14,11,38823,10,0
benign_000264,0,0,0,1,0,7.390620247054335,14,11,36662,10,0
benign_000265,0,0,0,1,0,7.4078552276061,14,11,40120,10,0
benign_000266,0,0,0,1,0,7.394200388068306,14,11,37627,10,0
benign_000267,0,0,0,1,0,7.389239322665965,14,11,36636,10,0
benign_000268,0,0,0,1,0,7.389136927992731,14,11,36657,10,0
benign_000269,0,0,0,1,0,7.408166238970884,14,11,40469,10,0
benign_000270,0,0,0,1,0,7.407673659181618,14,11,39924,10,0
benign_000271,0,0,0,1,0,7.40265401302382,14,11,39239,10,0
benign_000272,0,0,0,1,0,7.401320358143202,14,11,39575,10,0
benign_000273,0,0,0,1,0,7.394323844727402,14,11,38249,10,0
benign_000274,0,0,0,1,0,7.410252445799498,14,11,40359,10,0
benign_000275,0,0,0,1,0,7.404262225862439,14,11,40288,10,0
benign_000276,0,0,0,1,0,7.387654619857456,14,11,36663,10,0
benign_000277,0,0,0,1,0,7.389481534768217,14,11,37772,10,0
benign_000278,0,0,0,1,0,7.411717752008111,14,11,39503,10,0
benign_000279,0,0,0,1,0,7.395016347965186,14,11,36659,10,0
benign_000280,0,0,0,1,0,7.420653045742947,14,11,42547,10,0
benign_000281,0,0,0,1,0,7.40216956083959,14,11,39924,10,0
benign_000282,0,0,0,1,0,7.406536348459005,14,11,38823,10,0
benign_000283,0,0,0,1,0,7.391282171352791,14,11,37334,10,0
benign_000284,0,0,0,1,0,7.401685424207838,14,11,38582,10,0
benign_000285,0,0,0,1,0,7.388762100876263,14,11,36801,10,0
benign_000286,0,0,0,1,0,7.416162969894893,14,11,42314,10,0
benign_000287,0,0,0,1,0,7.407428871385715,14,11,39044,10,0
benign_000288,0,0,0,1,0,7.40209920072089,14,11,38425,10,0
benign_000289,0,0,0,1,0,7.402662776611582,14,11,38582,10,0
benign_000290,0,0,0,1,0,7.403552433603892,14,11,38486,10,0
benign_000291,0,0,0,1,0,7.403126263224731,14,11,39050,10,0
benign_000292,0,0,0,1,0,7.416367786152699,14,11,40654,10,0
benign_000293,0,0,0,1,0,7.397855159278866,14,11,38924,10,0
benign_000294,0,0,0,1,0,7.407072776849563,14,11,39113,10,0
benign_000295,0,0,0,1,0,7.416274016110489,14,11,40654,10,0
benign_000296,0,0,0,1,0,7.386709159786526,14,11,36656,10,0
benign_000297,0,0,0,1,0,7.390406209337127,14,11,37562,10,0
benign_000298,0,0,0,1,0,7.397658345012088,14,11,38792,10,0
benign_000299,0,0,0,1,0,7.405629044939203,14,11,38718,10,0
benign_000300,0,0,0,1,0,7.386740142138583,14,11,36651,10,0
benign_000301,0,0,0,1,0,7.388284961035595,14,11,36660,10,0
benign_000302,0,0,0,1,0,7.390078393472157,14,11,37562,10,0
benign_000303,0,0,0,1,0,7.396417858253141,14,11,38244,10,0
benign_000304,0,0,0,1,0,6.644939316505877,11,9,19908,9,0
benign_000305,0,0,0,1,0,7.408687745847407,14,11,39094,10,0
benign_000306,0,0,0,1,0,7.40697919986756,14,11,40270,10,0
benign_000307,0,0,0,1,0,7.387053462710886,14,11,36855,10,0
benign_000308,0,0,0,1,0,7.397592462419009,14,11,36917,10,0
benign_000309,0,0,0,1,0,7.397119783141751,14,11,39050,10,0
benign_000310,0,0,0,1,0,7.408790476190265,14,11,39978,10,0
benign_000311,0,0,0,1,0,7.397399875669184,14,11,38195,10,0
benign_000312,0,0,0,1,0,7.389646755726573,14,11,36662,10,0
benign_000313,0,0,0,1,0,7.389422298772117,14,11,36659,10,0
benign_000314,0,0,0,1,0,7.412841022744413,14,11,39113,10,0
benign_000315,0,0,0,1,0,6.453976078227169,12,10,17080,11,0
benign_000316,0,0,0,1,0,7.111905354989722,11,9,34948,9,0
benign_000317,0,0,0,1,0,7.205223457455872,15,13,44741,9,0
benign_000318,0,0,0,1,0,7.40179151726465,14,11,38144,10,0
benign_000319,0,0,0,1,0,7.390702995462219,14,11,37311,10,0
benign_000320,0,0,0,1,0,7.406050868063007,14,11,39113,10,0
benign_000321,0,0,0,1,0,7.390108771824478,14,11,36797,10,0
benign_000322,0,0,0,1,0,7.392979240659404,14,11,37344,10,0
benign_000323,0,0,0,1,0,7.388660691431478,14,11,36662,10,0
benign_000324,0,0,0,1,0,7.386706843667435,14,11,36659,10,0
benign_000325,0,0,0,1,0,7.406398164029676,14,11,38718,10,0
benign_000326,0,0,0,1,0,7.394578013641939,14,11,38093,10,0
benign_000327,0,0,0,1,0,7.394392389211233,14,11,37737,10,0
benign_000328,0,0,0,1,0,6.999270408067529,16,13,38378,11,0
benign_000329,0,0,0,1,0,7.400693277041874,14,11,37553,10,0
benign_000330,0,0,0,1,0,7.403772659786256,14,11,39117,10,0
benign_000331,0,0,0,1,0,7.393516134857088,14,11,36659,10,0
benign_000332,0,0,0,1,0,7.401035566418314,14,11,39345,10,0
benign_000333,0,0,0,1,0,7.403323289482517,14,11,40122,10,0
benign_000334,0,0,0,1,0,7.407818289457688,14,11,40270,10,0
benign_000335,0,0,0,1,0,7.388055041829197,14,11,36795,10,0
benign_000336,0,0,0,1,0,7.402772458531553,14,11,38314,10,0
benign_000337,0,0,0,1,0,7.423707044695863,14,11,43517,10,0
benign_000338,0,0,0,1,0,7.395631129720956,14,11,38244,10,0
benign_000339,0,0,0,1,0,7.387653860921619,14,11,36659,10,0
benign_000340,0,0,0,1,0,6.597666700310588,11,9,18861,9,0
benign_000341,0,0,0,1,0,7.389773933833959,14,11,36798,10,0
benign_000342,0,0,0,1,0,7.387079411594287,14,11,36658,10,0
benign_000343,0,0,0,1,0,7.395033147801959,14,11,38249,10,0
benign_000344,0,0,0,1,0,7.392260149058153,14,11,37334,10,0
benign_000345,0,0,0,1,0,7.398531442413877,14,11,38486,10,0
benign_000346,0,0,0,1,0,7.391000862973529,14,11,37199,10,0
benign_000347,0,0,0,1,0,7.399305569958514,14,11,39009,10,0
benign_000348,0,0,0,1,0,7.384849342850662,14,11,36658,10,0
benign_000349,0,0,0,1,0,7.616103148121481,15,11,1556536,10,0
benign_000350,0,0,0,1,0,7.388407098165256,14,11,36636,10,0
benign_000351,0,0,0,1,0,7.404319553211367,14,11,39345,10,0
benign_000352,0,0,0,1,0,6.268157702943136,10,8,14111,9,0
benign_000353,0,0,0,1,0,7.398356419967902,14,11,39050,10,0
benign_000354,0,0,0,1,0,7.393141194042066,14,11,37344,10,0
benign_000355,0,0,0,1,0,7.407263805545313,14,11,40270,10,0
benign_000356,0,0,0,1,0,7.393159648422922,14,11,36815,10,0
benign_000357,0,0,0,1,0,7.420861335748061,14,11,42547,10,0
benign_000358,0,0,0,1,0,7.38550626066704,14,11,36658,10,0
benign_000359,0,0,0,1,0,7.423671015845709,14,11,43757,10,0
benign_000360,0,0,0,1,0,6.373822790349365,11,9,16000,9,0
benign_000361,0,0,0,1,0,7.395219359204736,14,11,38425,10,0
benign_000362,0,0,0,1,0,7.39315161989607,14,11,38213,10,0
benign_000363,0,0,0,1,0,7.404331710201349,14,11,39117,10,0
benign_000364,0,0,0,1,0,7.403329071916095,14,11,39878,10,0
benign_000365,0,0,0,1,0,7.400952677501942,14,11,39575,10,0
benign_000366,0,0,0,1,0,7.402662776611582,14,11,38582,10,0
benign_000367,0,0,0,1,0,7.397242404038697,14,11,36662,10,0
benign_000368,0,0,0,1,0,7.3859802457296,14,11,36656,10,0
benign_000369,0,0,0,1,0,6.397336877499829,11,9,16139,9,0
benign_000370,0,0,0,1,0,7.407428296789388,14,11,40270,10,0
benign_000371,0,0,0,1,0,7.390324637401926,14,11,37311,10,0
benign_000372,0,0,0,1,0,7.40949499460195,14,11,40762,10,0
benign_000373,0,0,0,1,0,7.390445438533279,14,11,36863,10,0
benign_000374,0,0,0,1,0,7.407125138028302,14,11,39645,10,0
benign_000375,0,0,0,1,0,7.38971133949177,14,11,36652,10,0
benign_000376,0,0,0,1,0,7.40194317752386,14,11,39924,10,0
benign_000377,0,0,0,1,0,7.389101007480079,14,11,36659,10,0
benign_000378,0,0,0,1,0,7.408726233939554,14,11,39373,10,0
benign_000379,0,0,0,1,0,7.388552174810644,14,11,36636,10,0
benign_000380,0,0,0,1,0,7.395902698863007,14,11,37199,10,0
benign_000381,0,0,0,1,0,7.403080440433213,14,11,39239,10,0
benign_000382,0,0,0,1,0,7.406144901676787,14,11,39276,10,0
benign_000383,0,0,0,1,0,7.398713553471554,14,11,38853,10,0
benign_000384,0,0,0,1,0,7.408558926954258,14,11,40469,10,0
benign_000385,0,0,0,1,0,7.415320965413918,14,11,40795,10,0
benign_000386,0,0,0,1,0,7.390654278887517,14,11,37311,10,0
benign_000387,0,0,0,1,0,7.392933901498171,14,11,37631,10,0
benign_000388,0,0,0,1,0,7.409915463427561,14,11,40288,10,0
benign_000389,0,0,0,1,0,7.389668889353854,14,11,36790,10,0
benign_000390,0,0,0,1,0,7.407609048321271,14,11,39461,10,0
benign_000391,0,0,0,1,0,7.393159648422922,14,11,36815,10,0
benign_000392,0,0,0,1,0,7.388173299204952,14,11,36796,10,0
benign_000393,0,0,0,1,0,7.386849691326126,14,11,36855,10,0
benign_000394,0,0,0,1,0,7.395248935426138,14,11,37515,10,0
